Company name;Avatar;Founded;Headquaters;Ownership;Employees;Company URL;Type;Describtion
Astragon ;http://upload.wikimedia.org/wikipedia/en/6/6a/Astragon_Logo.png;01/01/2000;Mönchengladbach, Germany ;Private company;30;http://www.astragon.de/;Publisher;"Astragon Software GmbH is a publisher of video games and computer software based in Mönchengladbach, Germany.

They were originally headquartered in Hagen but moved to Mönchengladbach in 2004. Astragon specialises in publishing simulation games for the PC system, but in 2008 they moved into other areas, when they published Wendy: Holidays at Rosenborg for the Nintendo DS.

They have also released several English language games under their Just Play It! label, including Myst IV: Revelation and CSI: Dark Motives. Astragon also publish games by Big Fish Games and iWin in the German language market"
Astrum Nival ;http://upload.wikimedia.org/wikipedia/commons/2/2b/Astrum_Online_logo_small.jpg;01/01/2007;Moscow ;Public;500;http://astrumonline.ru/eng/;Publisher;"Astrum Online Entertainment is a Russian holding company which operates in the online entertainment market of Eastern Europe. Founded in the beginning of December 2007 , it incorporated four companies, which specialize in development, publishing and operating online games: Nival Online, IT Territory, Time Zero, and Nikita Online. In summer 2008 the fifth company, the developer of online games called “DJ Games”, joined in.

The move will allow the participants to formalize a united strategy in regards to their activities and also utilize their combined experience and infrastructure in order to perfect their businesses .

According to the experts, the 2008 revenues of Astrum Online were estimated at $50 million USD .

Astrum Online currently operates more than 30 MMO games, including such popular titles as “Legend: Legacy of the Dragons”, “Sphere”, “Territory”, “Three Kingdoms”, and “Perfect World”."
Asylum Entertainment ;;01/01/1998;London, UK;;;;;Asylum Entertainment was formed in 1998 by four individuals who share a passion for games and technology. Their combined media experience in 3D technology, game design and development, audio sound and music provided the impetus to form the Company. With a 50-strong team behind them, their vision is being realised - to develop exciting and creative games across console and PC platforms.
Atari;http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Atari_Logo.png/600px-Atari_Logo.png;6/27/1972;Los Angeles ;Public;2500;http://www.atari.com/;Publisher;"Atari is a corporate and brand name owned by several entities since its inception in 1972. It is currently owned by Atari Interactive, a wholly owned subsidiary of the French publisher Atari, SA (ASA).  The original Atari, Inc. was founded in 1972 by Nolan Bushnell and Ted Dabney. It was a pioneer in arcade games, home video game consoles, and home computers. The company's products, such as Pong and the Atari 2600, helped define the computer entertainment industry from the 1970s to the mid 1980s.

In 1984, the original Atari Inc. was split, and the arcade division was turned into Atari Games Inc.  Atari Games received the rights to use the logo and brand name with appended text ""Games"" on arcade games, as well as rights to the original 1972 - 1984 arcade hardware properties. The Atari Consumer Electronics Division properties were in turn sold to Jack Tramiel's Tramel Technology Ltd., which then renamed itself to Atari Corporation.   In 1996, Atari Corporation reverse merged with disk drive manufacturer JT Storage (JTS),  becoming a division within the company.

In 1998, Hasbro Interactive acquired all Atari Corporation related properties from JTS,  creating a new subsidiary, Atari Interactive.  IESA bought Hasbro Interactive in 2001 and renamed it to Infogrames Interactive.  IESA changed the company name entirely to Atari Interactive in 2003. 

The company that currently bears the name Atari Inc. was founded in 1993 under the name GT Interactive. IESA acquired a 62% controlling interest in GT Interactive in 1999, and renamed it Infogrames, Inc.  Following IESA's acquisition of Hasbro Interactive, Infogrames, Inc. intermittently published Atari branded titles for Infogrames Interactive. In 2003, Infogrames Inc. licensed the Atari name and logo from Atari Interactive and changed its name to Atari Inc.  On October 11, 2008, Infogrames completed its acquisition of Atari, Inc., making it a wholly owned subsidiary."
Atlus;http://upload.wikimedia.org/wikipedia/commons/f/fd/Atlus_logo.png;04/07/1986;Shinjuku, Tokyo, Japan ;Subsidiary of Index Holdings;120;http://www.atlus.com/;Publisher & Developer;"Atlus is a Japanese computer and video game developer, publisher, and distributor based in Tokyo, Japan, best known for developing the role-playing video game franchise Megami Tensei. The first Megami Tensei was a Nintendo Entertainment System video game published by Namco based on a trilogy of novels, but after the second game, Atlus formed to publish the series. Its corporate mascot is Jack Frost from Shin Megami Tensei. Atlus is headquartered in Shinjuku, Tokyo. In October 2003, Takara acquired them. In November 2006, Index Holdings enterprise acquired Atlus by buying a majority of its stock.

On 30 August 2010, Index Holding announced that Atlus would no longer be an independent company and would be under their direct control. Though this has caused concern among fans about the future of Atlus, the CEO of Atlus, Shinichi Suzuki has officially affirmed that Atlus will continue to provide the ""finest quality game experiences possible"" and the merger only ""further strengthens the foundation of Atlus, both in Japan and here in the United States""."
Atomic Games;http://1.bp.blogspot.com/-H3nsGcmGFGA/T4RltagKFfI/AAAAAAAAAD0/hkE3l2q4Dp4/s320/atomic+games.gif;;;Private company;;http://www.atomicgames.com/;Developer;Atomic Games is a video game developer, specializing mostly in wargames. The company has developed titles such as the Close Combat series, the World at War series, as well as the V for Victory series. Atomic Games was acquired by Destineer Games on May 6, 2005 while collaborating on Close Combat: Red Phoenix and Close Combat: First to Fight. Atomic Games was developing an upcoming third-person military shooter/Survival Horror hybrid, Six Days in Fallujah, depicting The Second Battle of Fallujah.  Konami, the publisher of the title, then dropped the game due to controversy surrounding the Iraq War.  They released the game called Breach, which is a multiplayer-only downloadable first-person shooter.
Atomic Motion ;;;Budapest, Hungary ;Independent;;;Developer;Atomic Motion Games is an independent video game developer based in Budapest, Hungary. Its games are based on a 3D engine licensed from DR Technologies
Autumn Moon Entertainment;http://upload.wikimedia.org/wikipedia/en/b/b8/Autumn_Moon_Entertainment.png;01/01/2002;Petaluma, California, U.S. ;Independent;;http://www.amegames.com/;Developer;"Autumn Moon Entertainment is an independent computer game developer founded in 2002 by former LucasArts employee Bill Tiller. The company specializes in traditional graphic adventure games in the style of the LucasArts classics, particularly The Curse of Monkey Island, on which Tiller served as the lead background artist. The studio has released two games to date: A Vampyre Story (2008) and Ghost Pirates of Vooju Island (2009).

Although A Vampyre Story 2: A Bat's Tale began development prior to the release of the first game, it has been indefinitely shelved due to financial issues with its publisher, Crimson Cow Games. Consequently, Autumn Moon has begun working on an episodic, self-funded prequel to the A Vampyre Story saga called A Vampyre Story: Year One, although development has been slowed due to the game's independent development requiring Tiller to commit to other projects outside of his studio.

In addition to Autumn Moon's flagship A Vampyre Story series, Tiller has expressed interest in developing future installments of Ghost Pirates as well as new IP. Starting with A Vampyre Story: Year One, the studio intends to expands its targeted platforms to the iPad. To date their catalog has been PC-exclusive."
Avalanche Software;http://upload.wikimedia.org/wikipedia/en/0/0f/Avalanche_Software.jpg;10/01/1995;Salt Lake City, Utah;Subsidiary of Disney Interactive Studios;;http://avalanchesoftware.go.com/;Developer;"Avalanche Software is a video game developer studio, founded in October 1995 by four lead programmers from Sculptured Software. The company has developed for every console platform since the Sega Mega Drive/Genesis and SNES days and has grown to a staff of over 100 since its inception. The company is headed up by CEO John Blackburn.

In April 2005, Buena Vista Games, the video game publishing arm of The Walt Disney Company, acquired the Salt Lake City-based studio."
Avalanche Studios ;http://upload.wikimedia.org/wikipedia/en/4/4e/Avalanche_Studios_logo.jpeg;03/01/2003;Stockholm, Sweden ;Private company;200;http://www.avalanchestudios.se/;Developer;"Avalanche Studios is an independent, privately held video game developer based in Stockholm, Sweden. It was founded in March 2003 by Christofer Sundberg, Linus and Viktor Blomberg. Avalanche Studios focuses on developing original intellectual properties for games and other media and base their projects on the Avalanche Engine.

It has been reported on 24 October 2008 that 77 employees were laid off due to Avalanche losing two publishing contracts. 

24 March Avalanche announced that they formed a new development studio called Expansive Worlds which will be the casual and online games division with a strong focus on community-driven subscription-based titles.  Avalanche Studios announced Renegade Ops, a digital - downloadable military co-op shooter on March 30, 2011. Renegade Ops is set for a release on the Xbox Live Arcade, PlayStation Network and Microsoft Windows. 

On June 15, 2011, Avalanche Studios announced plans to expand into North America by opening a new studio in New York City. The studio will develop an as-yet unannounced title for next-generation platforms."
